Id,Country,City,Latitude,Longitude,NCTNumber,Disease,Condition,Intervention,Phases,Enrollment,PrincipalInvestigationLocation
1488,united states of america,newport beach,33.6188889,-117.9280556,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1489,united states of america,san francisco,37.775,-122.4183333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1490,united states of america,aurora,39.7294444,-104.8313889,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1491,united states of america,northbrook,42.1275,-87.8288889,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1492,united states of america,kansas city,39.0997222,-94.5783333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1493,united states of america,lenexa,38.9536111,-94.7333333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1494,united states of america,golden valley,45.0097222,-93.3488889,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1495,united states of america,golden valley,45.0097222,-93.3488889,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1496,united states of america,chesterfield,38.6630556,-90.5769444,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1497,united states of america,saint louis,38.6272222,-90.1977778,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1498,united states of america,new york,40.7141667,-74.0063889,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1499,united states of america,charlotte,35.2269444,-80.8433333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1500,united states of america,columbus,39.9611111,-82.9988889,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1501,united states of america,uniontown,40.975,-81.4083333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1502,canada,halifax,44.65,-63.6,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1503,canada,montreal,45.5,-73.583333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1504,canada,calgary,51.083333,-114.083333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1505,canada,ottawa,45.416667,-75.7,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1506,canada,quebec,46.8,-71.25,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1507,canada,toronto,43.666667,-79.416667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1508,germany,bad mergentheim,49.4925,9.773611,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1509,germany,bamberg,49.866667,10.866667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1510,germany,berlin,52.516667,13.4,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1511,germany,bochum,51.483333,7.216667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1512,germany,dresden,51.05,13.75,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1513,germany,dusseldorf,51.216667,6.766667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1514,germany,gottingen,51.533333,9.933333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1515,germany,hamburg,53.55,10,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1516,germany,hanover,52.366667,9.716667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1517,germany,munich,48.15,11.5833,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1518,germany,munich,48.15,11.5833,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1519,germany,rostock,54.083333,12.133333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1520,germany,trier,49.75,6.633333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1521,germany,ulm,48.4,10,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1522,germany,wurzburg,49.787778,9.936111,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1523,italy,palermo,38.116667,13.366667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1524,italy,firenze,43.766667,11.25,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1525,italy,varese,45.8,8.833333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1526,italy,genova,44.416667,8.95,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1527,italy,milan,45.466667,9.2,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1528,italy,torino,45.05,7.666667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1529,italy,padova,45.416667,11.883333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1530,italy,rome,41.9,12.483333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1531,italy,rome,41.9,12.483333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1532,netherlands,amsterdam,52.35,4.916667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1533,netherlands,nijmegen,51.833333,5.866667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1534,netherlands,geleen,50.965741,5.834752,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1535,poland,bialystok,53.133333,23.15,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1536,poland,bydgoszcz,53.127062,18.019987,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1537,poland,gdansk,54.36085,18.658291,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1538,poland,katowice,50.258415,19.027545,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1539,poland,katowice,50.258415,19.027545,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1540,poland,katowice,50.258415,19.027545,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1541,poland,kielce,50.833333,20.666667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1542,poland,konskie,51.191432,20.408217,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1543,poland,lublin,51.25,22.566667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1544,poland,olsztyn,53.779949,20.494162,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1545,poland,warsaw,52.25,21,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1546,russia,kaluga,54.529302,36.275415,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1547,russia,kazan,55.78874,49.122144,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1548,russia,kirov,58.596654,49.660068,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1549,russia,krasnoyarsk,56.0091,92.8628,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1550,russia,moscow,55.752222,37.615556,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1551,russia,nizhniy novgorod,56.326944,44.0075,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1552,russia,novosibirsk,55.0415,82.9346,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1553,russia,perm,58.009282,56.284063,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1554,russia,saint petersburg,59.894444,30.264167,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1555,russia,saint petersburg,59.894444,30.264167,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1556,russia,saint petersburg,59.894444,30.264167,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1557,spain,barcelona,41.398371,2.1741,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1558,spain,barcelona,41.398371,2.1741,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1559,spain,el palmar,39.3,-0.316667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1560,spain,lleida,41.616667,0.633333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1561,spain,madrid,40.408566,-3.69222,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1562,spain,malaga,36.726666,-4.434802,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1563,spain,pozuelo de alarcon,40.432931,-3.813375,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1564,spain,san sebastian,28.091627,-17.113314,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1565,spain,sevilla,37.382408,-5.976133,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1566,spain,valencia,39.466667,-0.366667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1567,ukraine,dnipropetrovsk,48.46298,35.039043,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1568,ukraine,ivanofrankivsk,48.921504,24.709716,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1569,ukraine,kharkiv,49.980814,36.252718,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1570,ukraine,kiev,50.433333,30.516667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1571,ukraine,lutsk,50.759319,25.342436,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1572,ukraine,lviv,49.840661,24.030451,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1573,ukraine,lviv,49.840661,24.030451,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1574,ukraine,zaporizhzhya,47.822892,35.190314,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1575,ukraine,zaporizhzhya,47.822892,35.190314,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1576,ukraine,zaporizhzhya,47.822892,35.190314,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1577,united kingdom,bristol,51.45,-2.583333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1578,united kingdom,devonshire,50.75,-3.75,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1579,united kingdom,edinburgh,55.95,-3.2,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1580,united kingdom,liverpool,53.416667,-3,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1581,united kingdom,london,51.514125,-0.093689,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1582,united kingdom,nottingham,52.966667,-1.166667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1583,united kingdom,oxford,51.75,-1.25,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1584,united kingdom,plymouth,50.396389,-4.138611,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1585,united kingdom,stoke-on-trent,53,-2.183333,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1586,united kingdom,swansea,51.633333,-3.966667,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1587,united states of america,new haven,41.3080556,-72.9286111,NCT02118298,Multiple Sclerosis,All,Other,N/A,120,Yale University
1588,united states of america,saint louis,38.6272222,-90.1977778,NCT02675413,Multiple Sclerosis,RRMS,Drug,Phase 4,45,Washington University (John L. Trotter MS Center)
1589,united states of america,seattle,47.6063889,-122.3308333,NCT02675413,Multiple Sclerosis,RRMS,Drug,Phase 4,45,Swedish Neuroscience Institute
1590,germany,ostfildern,48.716667,9.266667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1591,germany,aachen,50.770833,6.105278,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1592,germany,aachen,50.770833,6.105278,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1593,germany,aalen,48.833333,10.1,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1594,germany,aalen,48.833333,10.1,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1595,germany,abensberg,48.816667,11.85,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1596,germany,achim,53.033333,9.016667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1597,germany,aichach,48.466667,11.133333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1598,germany,altenburg,50.983333,12.45,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1599,germany,altenholz,54.4,10.133333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1600,germany,alzenau,50.083333,9.066667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1601,germany,andernach,50.433333,7.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1602,germany,asbach,49.816667,7.283333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1603,germany,aschaffenburg,49.973889,9.149167,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1604,germany,augsburg,48.366667,10.883333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1605,germany,bad hersfeld,50.866667,9.7,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1606,germany,bad homburg,50.216667,8.616667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1607,germany,honnef,50.633333,7.233333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1608,germany,bad krozingen,47.916272,7.700622,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1609,germany,bad mergentheim,49.4925,9.773611,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1610,germany,bad saarow,52.283333,14.066667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1611,germany,bad wildbad,48.75,8.55,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1612,germany,bamberg,49.866667,10.866667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1613,germany,bayreuth,49.948056,11.578333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1614,germany,berg,47.966667,11.35,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1615,germany,bergisch gladbach,50.983333,7.133333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1616,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1617,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1618,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1619,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1620,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1621,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1622,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1623,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1624,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1625,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1626,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1627,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1628,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1629,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1630,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1631,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1632,germany,berlin,52.516667,13.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1633,germany,bielefeld,52.033333,8.533333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1634,germany,bielefeld,52.033333,8.533333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1635,germany,bochum,51.483333,7.216667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1636,germany,bochum,51.483333,7.216667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1637,germany,bochum,51.483333,7.216667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1638,germany,bochum,51.483333,7.216667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1639,germany,bogen,48.916667,12.683333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1640,germany,bonn,50.733333,7.1,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1641,germany,borna,51.116667,12.5,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1642,germany,braunschweig,52.266667,10.533333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1643,germany,braunschweig,52.266667,10.533333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1644,germany,bremen,53.083333,8.8,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1645,germany,bruchsal,49.128056,8.583611,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1646,germany,buchholz,53.416667,9.433333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1647,germany,buchholz,53.416667,9.433333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1648,germany,butzbach,50.433333,8.683333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1649,germany,boblingen,48.683333,9.016667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1650,germany,celle,52.616667,10.083333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1651,germany,chemnitz,50.833333,12.916667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1652,germany,delbruck,51.766667,8.566667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1653,germany,dillingen,48.566667,10.483333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1654,germany,dillingen,48.566667,10.483333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1655,germany,dortmund,51.516667,7.45,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1656,germany,dortmund,51.516667,7.45,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1657,germany,dresden,51.05,13.75,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1658,germany,dresden,51.05,13.75,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1659,germany,dusseldorf,51.216667,6.766667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1660,germany,dusseldorf,51.216667,6.766667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1661,germany,duren,50.8,6.483333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1662,germany,dusseldorf,51.216667,6.766667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1663,germany,dusseldorf,51.216667,6.766667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1664,germany,eberswalde,52.833333,13.833333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1665,germany,eisenach,50.983333,10.316667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1666,germany,eltville,50.033333,8.116667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1667,germany,emden,52.233333,11.266667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1668,germany,emmendingen,48.133333,7.85,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1669,germany,erbach,49.656111,8.996389,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1670,germany,erfurt,50.983333,11.033333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1671,germany,erfurt,50.983333,11.033333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1672,germany,erlangen,49.589722,11.003889,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1673,germany,eschwege,51.183333,10.066667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1674,germany,essen,51.45,7.016667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1675,germany,essen,51.45,7.016667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1676,germany,essen,51.45,7.016667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1677,germany,essen,51.45,7.016667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1678,germany,flensburg,54.783333,9.433333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1679,germany,frankfurt,50.116667,8.683333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
